id,capitulo,titulo_capitulo,nro_articulo,texto
477,Capítulo VI,PODER JUDICIAL,Artículo 78,"La Corte Suprema y las Cortes de Apelaciones, en su caso, formarán las quinas o las ternas en pleno especialmente convocado al efecto, en una misma y única votación, donde cada uno de sus integrantes tendrá derecho a votar por tres o dos personas, respectivamente. Resultarán elegidos quienes obtengan las cinco o las tres primeras mayorías, según corresponda. El empate se resolverá mediante sorteo."
478,Capítulo VI,PODER JUDICIAL,Artículo 78,"Sin embargo, cuando se trate del nombramiento de ministros de Corte suplentes, la designación podrá hacerse por la Corte Suprema y, en el caso de los jueces, por la Corte de Apelaciones respectiva. Estas designaciones no podrán durar más de sesenta días y no serán prorrogables. En caso de que los tribunales superiores mencionados no hagan uso de esta facultad o de que haya vencido el plazo de la suplencia, se procederá a proveer las vacantes en la forma ordinaria señalada precedentemente."
479,Capítulo VI,PODER JUDICIAL,Artículo 79,"Los jueces son personalmente responsables por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones."
480,Capítulo VI,PODER JUDICIAL,Artículo 79,"Tratándose de los miembros de la Corte Suprema, la ley determinará los casos y el modo de hacer efectiva esta responsabilidad."
481,Capítulo VI,PODER JUDICIAL,Artículo 80,Los jueces permanecerán en sus cargos durante su buen comportamiento; pero los inferiores desempeñarán su respectiva judicatura por el tiempo que determinen las leyes.
482,Capítulo VI,PODER JUDICIAL,Artículo 80,"No obstante lo anterior, los jueces cesarán en sus funciones al cumplir 75 años de edad; o por renuncia o incapacidad legal sobreviniente o en caso de ser depuestos de sus destinos, por causa legalmente sentenciada. La norma relativa a la edad no regirá respecto al Presidente de la Corte Suprema, quien continuará en su cargo hasta el término de su período."
483,Capítulo VI,PODER JUDICIAL,Artículo 80,"En todo caso, la Corte Suprema por requerimiento del Presidente de la República, a solicitud de parte interesada, o de oficio, podrá declarar que los jueces no han tenido buen comportamiento y, previo informe del inculpado y de la Corte de Apelaciones respectiva, en su caso, acordar su remoción por la mayoría del total de sus componentes. Estos acuerdos se comunicarán al Presidente de la República para su cumplimiento."
484,Capítulo VI,PODER JUDICIAL,Artículo 80,"La Corte Suprema, en pleno especialmente convocado al efecto y por la mayoría absoluta de sus miembros en ejercicio, podrá autorizar u ordenar, fundadamente, el traslado de los jueces y demás funcionarios y empleados del Poder Judicial a otro cargo de igual categoría."
485,Capítulo VI,PODER JUDICIAL,Artículo 81,"Los magistrados de los tribunales superiores de justicia, los fiscales judiciales y los jueces letrados que integran el Poder Judicial, no podrán ser aprehendidos sin orden del tribunal competente, salvo el caso de crimen o simple delito flagrante y sólo para ponerlos inmediatamente a disposición del tribunal que debe conocer del asunto en conformidad a la ley."
486,Capítulo VI,PODER JUDICIAL,Artículo 82,"La Corte Suprema tiene la superintendencia directiva, correccional y económica de todos los tribunales de la Nación. Se exceptúan de esta norma el Tribunal Constitucional, el Tribunal Calificador de Elecciones y los tribunales electorales regionales."
487,Capítulo VI,PODER JUDICIAL,Artículo 82,"Los tribunales superiores de justicia, en uso de sus facultades disciplinarias, sólo podrán invalidar resoluciones jurisdiccionales en los casos y forma que establezca la ley orgánica constitucional respectiva."
488,Capítulo VII,MINISTERIO PÚBLICO,Artículo 83,"Un organismo autónomo, jerarquizado, con el nombre de Ministerio Público, dirigirá en forma exclusiva la investigación de los hechos constitutivos de delito, los que determinen la participación punible y los que acrediten la inocencia del imputado y, en su caso, ejercerá la acción penal pública en la forma prevista por la ley. De igual manera, le corresponderá la adopción de medidas para proteger a las víctimas y a los testigos. En caso alguno podrá ejercer funciones jurisdiccionales."
489,Capítulo VII,MINISTERIO PÚBLICO,Artículo 83,El ofendido por el delito y las demás personas que determine la ley podrán ejercer igualmente la acción penal.
490,Capítulo VII,MINISTERIO PÚBLICO,Artículo 83,"El Ministerio Público podrá impartir órdenes directas a las Fuerzas de Orden y Seguridad durante la investigación. Sin embargo, las actuaciones que priven al imputado o a terceros del ejercicio de los derechos que esta Constitución asegura, o lo restrinjan o perturben, requerirán de aprobación judicial previa. La autoridad requerida deberá cumplir sin más trámite dichas órdenes y no podrá calificar su fundamento, oportunidad, justicia o legalidad, salvo requerir la exhibición de la autorización judicial previa, en su caso."
491,Capítulo VII,MINISTERIO PÚBLICO,Artículo 83,"El ejercicio de la acción penal pública, y la dirección de las investigaciones de los hechos que configuren el delito, de los que determinen la participación punible y de los que acrediten la inocencia del imputado en las causas que sean de conocimiento de los tribunales militares, como asimismo la adopción de medidas para proteger a las víctimas y a los testigos de tales hechos corresponderán, en conformidad con las normas del Código de Justicia Militar y a las leyes respectivas, a los órganos y a las personas que ese Código y esas leyes determinen."
492,Capítulo VII,MINISTERIO PÚBLICO,Artículo 84,"Una ley orgánica constitucional determinará la organización y atribuciones del Ministerio Público, señalará las calidades y requisitos que deberán tener y cumplir los fiscales para su nombramiento y las causales de remoción de los fiscales adjuntos, en lo no contemplado en la Constitución. Las personas que sean designadas fiscales no podrán tener impedimento alguno que las inhabilite para desempeñar el cargo de juez. Los fiscales regionales y adjuntos cesarán en su cargo al cumplir 75 años de edad."
493,Capítulo VII,MINISTERIO PÚBLICO,Artículo 84,"La ley orgánica constitucional establecerá el grado de independencia y autonomía y la responsabilidad que tendrán los fiscales en la dirección de la investigación y en el ejercicio de la acción penal pública, en los casos que tengan a su cargo."
494,Capítulo VII,MINISTERIO PÚBLICO,Artículo 85,"El Fiscal Nacional será designado por el Presidente de la República, a propuesta en quina de la Corte Suprema y con acuerdo del Senado adoptado por los dos tercios de sus miembros en ejercicio, en sesión especialmente convocada al efecto. Si el Senado no aprobare la proposición del Presidente de la República, la Corte Suprema deberá completar la quina proponiendo un nuevo nombre en sustitución del rechazado, repitiéndose el procedimiento hasta que se apruebe un nombramiento."
495,Capítulo VII,MINISTERIO PÚBLICO,Artículo 85,"El Fiscal Nacional deberá tener a lo menos diez años de título de abogado, haber cumplido cuarenta años de edad y poseer las demás calidades necesarias para ser ciudadano con derecho a sufragio; durará ocho años en el ejercicio de sus funciones y no podrá ser designado para el período siguiente."
496,Capítulo VII,MINISTERIO PÚBLICO,Artículo 85,Será aplicable al Fiscal Nacional lo dispuesto en el inciso segundo del artículo 80 en lo relativo al tope de edad.
497,Capítulo VII,MINISTERIO PÚBLICO,Artículo 86,"Existirá un Fiscal Regional en cada una de las regiones en que se divida administrativamente el país, a menos que la población o la extensión geográfica de la región hagan necesario nombrar más de uno."
498,Capítulo VII,MINISTERIO PÚBLICO,Artículo 86,"Los fiscales regionales serán nombrados por el Fiscal Nacional, a propuesta en terna de la Corte de Apelaciones de la respectiva región. En caso que en la región exista más de una Corte de Apelaciones, la terna será formada por un pleno conjunto de todas ellas, especialmente convocado al efecto por el Presidente de la Corte de más antigua creación."
499,Capítulo VII,MINISTERIO PÚBLICO,Artículo 86,"Los fiscales regionales deberán tener a lo menos cinco años de título de abogado, haber cumplido 30 años de edad y poseer las demás calidades necesarias para ser ciudadano con derecho a sufragio; durarán ocho años en el ejercicio de sus funciones y no podrán ser designados como fiscales regionales por el período siguiente, lo que no obsta a que puedan ser nombrados en otro cargo del Ministerio Público."
500,Capítulo VII,MINISTERIO PÚBLICO,Artículo 87,"La Corte Suprema y las Cortes de Apelaciones, en su caso, llamarán a concurso público de antecedentes para la integración de las quinas y ternas, las que serán acordadas por la mayoría absoluta de sus miembros en ejercicio, en pleno especialmente convocado al efecto. No podrán integrar las quinas y ternas los miembros activos o pensionados del Poder Judicial."
501,Capítulo VII,MINISTERIO PÚBLICO,Artículo 87,"Las quinas y ternas se formarán en una misma y única votación en la cual cada integrante del pleno tendrá derecho a votar por tres o dos personas, respectivamente. Resultarán elegidos quienes obtengan las cinco o las tres primeras mayorías, según corresponda. De producirse un empate, éste se resolverá mediante sorteo."
502,Capítulo VII,MINISTERIO PÚBLICO,Artículo 88,"Existirán fiscales adjuntos que serán designados por el Fiscal Nacional, a propuesta en terna del fiscal regional respectivo, la que deberá formarse previo concurso público, en conformidad a la ley orgánica constitucional. Deberán tener el título de abogado y poseer las demás calidades necesarias para ser ciudadano con derecho a sufragio."
503,Capítulo VII,MINISTERIO PÚBLICO,Artículo 89,"El Fiscal Nacional y los fiscales regionales sólo podrán ser removidos por la Corte Suprema, a requerimiento del Presidente de la República, de la Cámara de Diputados, o de diez de sus miembros, por incapacidad, mal comportamiento o negligencia manifiesta en el ejercicio de sus funciones. La Corte conocerá del asunto en pleno especialmente convocado al efecto y para acordar la remoción deberá reunir el voto conforme de la mayoría de sus miembros en ejercicio."
504,Capítulo VII,MINISTERIO PÚBLICO,Artículo 89,La remoción de los fiscales regionales también podrá ser solicitada por el Fiscal Nacional.
505,Capítulo VII,MINISTERIO PÚBLICO,Artículo 90,"Se aplicará al Fiscal Nacional, a los fiscales regionales y a los fiscales adjuntos lo establecido en el artículo 81."
506,Capítulo VII,MINISTERIO PÚBLICO,Artículo 91,"El Fiscal Nacional tendrá la superintendencia directiva, correccional y económica del Ministerio Público, en conformidad a la ley orgánica constitucional respectiva."
507,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"Habrá un Tribunal Constitucional integrado por diez miembros, designados de la siguiente forma:"
508,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,a) Tres designados por el Presidente de la República.
509,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"b) Cuatro elegidos por el Congreso Nacional. Dos serán nombrados directamente por el Senado y dos serán previamente propuestos por la Cámara de Diputados para su aprobación o rechazo por el Senado. Los nombramientos, o la propuesta en su caso, se efectuarán en votaciones únicas y requerirán para su aprobación del voto favorable de los dos tercios de los senadores o diputados en ejercicio, según corresponda."
510,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,c) Tres elegidos por la Corte Suprema en una votación secreta que se celebrará en sesión especialmente convocada para tal efecto.
511,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"Los miembros del Tribunal durarán nueve años en sus cargos y se renovarán por parcialidades cada tres. Deberán tener a lo menos quince años de título de abogado, haberse destacado en la actividad profesional, universitaria o pública, no podrán tener impedimento alguno que los inhabilite para desempeñar el cargo de juez, estarán sometidos a las normas de los artículos 58, 59 y 81, y no podrán ejercer la profesión de abogado, incluyendo la judicatura, ni cualquier acto de los establecidos en los incisos segundo y tercero del artículo 60."
512,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"Los miembros del Tribunal Constitucional serán inamovibles y no podrán ser reelegidos, salvo aquel que lo haya sido como reemplazante y haya ejercido el cargo por un período menor a cinco años. Cesarán en sus funciones al cumplir 75 años de edad."
513,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"En caso que un miembro del Tribunal Constitucional cese en su cargo, se procederá a su reemplazo por quien corresponda, de acuerdo con el inciso primero de este artículo y por el tiempo que falte para completar el período del reemplazado."
514,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"El Tribunal funcionará en pleno o dividido en dos salas. En el primer caso, el quórum para sesionar será de, a lo menos, ocho miembros y en el segundo de, a lo menos, cuatro. El Tribunal adoptará sus acuerdos por simple mayoría, salvo los casos en que se exija un quórum diferente y fallará de acuerdo a derecho. El Tribunal en pleno resolverá en definitiva las atribuciones indicadas en los números 1º, 3º, 4º, 5º, 6º, 7º, 8º, 9º y 11º del artículo siguiente. Para el ejercicio de sus restantes atribuciones, podrá funcionar en pleno o en sala de acuerdo a lo que disponga la ley orgánica constitucional respectiva."
515,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 92,"Una ley orgánica constitucional determinará su organización, funcionamiento, procedimientos y fijará la planta, régimen de remuneraciones y estatuto de su personal."
516,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,Son atribuciones del Tribunal Constitucional:
517,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"1º.- Ejercer el control de constitucionalidad de las leyes que interpreten algún precepto de la Constitución, de las leyes orgánicas constitucionales y de las normas de un tratado que versen sobre materias propias de estas últimas, antes de su promulgación;"
518,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"2º.- Resolver sobre las cuestiones de constitucionalidad de los autos acordados dictados por la Corte Suprema, las Cortes de Apelaciones y el Tribunal Calificador de Elecciones;"
519,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,3º.- Resolver las cuestiones sobre constitucionalidad que se susciten durante la tramitación de los proyectos de ley o de reforma constitucional y de los tratados sometidos a la aprobación del Congreso;
520,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,4º.- Resolver las cuestiones que se susciten sobre la constitucionalidad de un decreto con fuerza de ley;
521,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"5º.- Resolver las cuestiones que se susciten sobre constitucionalidad con relación a la convocatoria a un plebiscito, sin perjuicio de las atribuciones que correspondan al Tribunal Calificador de Elecciones;"
522,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"6°.- Resolver, por la mayoría de sus miembros en ejercicio, la inaplicabilidad de un precepto legal cuya aplicación en cualquier gestión que se siga ante un tribunal ordinario o especial, resulte contraria a la Constitución;"
523,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"7º.- Resolver por la mayoría de los cuatro quintos de sus integrantes en ejercicio, la inconstitucionalidad de un precepto legal declarado inaplicable en conformidad a lo dispuesto en el numeral anterior;"
524,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,8º.- Resolver los reclamos en caso de que el Presidente de la República no promulgue una ley cuando deba hacerlo o promulgue un texto diverso del que constitucionalmente corresponda;
525,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"9º.- Resolver sobre la constitucionalidad de un decreto o resolución del Presidente de la República que la Contraloría General de la República haya representado por estimarlo inconstitucional, cuando sea requerido por el Presidente en conformidad al artículo 99;"
526,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"10°.- Declarar la inconstitucionalidad de las organizaciones y de los movimientos o partidos políticos, como asimismo la responsabilidad de las personas que hubieran tenido participación en los hechos que motivaron la declaración de inconstitucionalidad, en conformidad a lo dispuesto en los párrafos sexto, séptimo y octavo del Nº 15º del artículo 19 de esta Constitución. Sin embargo, si la persona afectada fuera el Presidente de la República o el Presidente electo, la referida declaración requerirá, además, el acuerdo del Senado adoptado por la mayoría de sus miembros en ejercicio;"
527,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,11º.- Informar al Senado en los casos a que se refiere el artículo 53 número 7) de esta Constitución;
528,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"12º.- Resolver las contiendas de competencia que se susciten entre las autoridades políticas o administrativas y los tribunales de justicia, que no correspondan al Senado;"
529,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"13º.- Resolver sobre las inhabilidades constitucionales o legales que afecten a una persona para ser designada Ministro de Estado, permanecer en dicho cargo o desempeñar simultáneamente otras funciones;"
530,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"14º.- Pronunciarse sobre las inhabilidades, incompatibilidades y causales de cesación en el cargo de los parlamentarios;"
531,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"15º.- Calificar la inhabilidad invocada por un parlamentario en los términos del inciso final del artículo 60 y pronunciarse sobre su renuncia al cargo, y"
532,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"16°.- Resolver sobre la constitucionalidad de los decretos supremos, cualquiera sea el vicio invocado, incluyendo aquellos que fueren dictados en el ejercicio de la potestad reglamentaria autónoma del Presidente de la República cuando se refieran a materias que pudieran estar reservadas a la ley por mandato del artículo 63."
533,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 1º, la Cámara de origen enviará al Tribunal Constitucional el proyecto respectivo dentro de los cinco días siguientes a aquél en que quede totalmente tramitado por el Congreso."
534,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 2º, el Tribunal podrá conocer de la materia a requerimiento del Presidente de la República, de cualquiera de las Cámaras o de diez de sus miembros. Asimismo, podrá requerir al Tribunal toda persona que sea parte en juicio o gestión pendiente ante un tribunal ordinario o especial, o desde la primera actuación del procedimiento penal, cuando sea afectada en el ejercicio de sus derechos fundamentales por lo dispuesto en el respectivo auto acordado."
535,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 3º, el Tribunal sólo podrá conocer de la materia a requerimiento del Presidente de la República, de cualquiera de las Cámaras o de una cuarta parte de sus miembros en ejercicio, siempre que sea formulado antes de la promulgación de la ley o de la remisión de la comunicación que informa la aprobación del tratado por el Congreso Nacional y, en caso alguno, después de quinto día del despacho del proyecto o de la señalada comunicación."
536,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"El Tribunal deberá resolver dentro del plazo de diez días contado desde que reciba el requerimiento, a menos que decida prorrogarlo hasta por otros diez días por motivos graves y calificados."
537,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"El requerimiento no suspenderá la tramitación del proyecto; pero la parte impugnada de éste no podrá ser promulgada hasta la expiración del plazo referido, salvo que se trate del proyecto de Ley de Presupuestos o del proyecto relativo a la declaración de guerra propuesta por el Presidente de la República."
538,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 4º, la cuestión podrá ser planteada por el Presidente de la República dentro del plazo de diez días cuando la Contraloría rechace por inconstitucional un decreto con fuerza de ley. También podrá ser promovida por cualquiera de las Cámaras o por una cuarta parte de sus miembros en ejercicio en caso de que la Contraloría hubiere tomado razón de un decreto con fuerza de ley que se impugne de inconstitucional. Este requerimiento deberá efectuarse dentro del plazo de treinta días, contado desde la publicación del respectivo decreto con fuerza de ley."
539,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 5º, la cuestión podrá promoverse a requerimiento del Senado o de la Cámara de Diputados, dentro de diez días contados desde la fecha de publicación del decreto que fije el día de la consulta plebiscitaria."
540,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"El Tribunal establecerá en su resolución el texto definitivo de la consulta plebiscitaria, cuando ésta fuera procedente."
541,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"Si al tiempo de dictarse la sentencia faltaran menos de treinta días para la realización del plebiscito, el Tribunal fijará en ella una nueva fecha comprendida entre los treinta y los sesenta días siguientes al fallo."
542,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 6º, la cuestión podrá ser planteada por cualquiera de las partes o por el juez que conoce del asunto. Corresponderá a cualquiera de las salas del Tribunal declarar, sin ulterior recurso, la admisibilidad de la cuestión siempre que verifique la existencia de una gestión pendiente ante el tribunal ordinario o especial, que la aplicación del precepto legal impugnado pueda resultar decisivo en la resolución de un asunto, que la impugnación esté fundada razonablemente y se cumplan los demás requisitos que establezca la ley. A esta misma sala le corresponderá resolver la suspensión del procedimiento en que se ha originado la acción de inaplicabilidad por inconstitucionalidad."
543,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 7°, una vez resuelta en sentencia previa la declaración de inaplicabilidad de un precepto legal, conforme al número 6° de este artículo, habrá acción pública para requerir al Tribunal la declaración de inconstitucionalidad, sin perjuicio de la facultad de éste para declararla de oficio. Corresponderá a la ley orgánica constitucional respectiva establecer los requisitos de admisibilidad, en el caso de que se ejerza la acción pública, como asimismo regular el procedimiento que deberá seguirse para actuar de oficio."
544,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En los casos del número 8º, la cuestión podrá promoverse por cualquiera de las Cámaras o por una cuarta parte de sus miembros en ejercicio, dentro de los treinta días siguientes a la publicación del texto impugnado o dentro de los sesenta días siguientes a la fecha en que el Presidente de la República debió efectuar la promulgación de la ley. Si el Tribunal acogiera el reclamo, promulgará en su fallo la ley que no lo haya sido o rectificará la promulgación incorrecta."
545,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 11º, el Tribunal sólo podrá conocer de la materia a requerimiento del Senado."
546,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,Habrá acción pública para requerir al Tribunal respecto de las atribuciones que se le confieren por los números 10º y 13º de este artículo.
547,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"Sin embargo, si en el caso del número 10º la persona afectada fuera el Presidente de la República o el Presidente electo, el requerimiento deberá formularse por la Cámara de Diputados o por la cuarta parte de sus miembros en ejercicio."
548,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 12°, el requerimiento deberá ser deducido por cualquiera de las autoridades o tribunales en conflicto."
549,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 14º, el Tribunal sólo podrá conocer de la materia a requerimiento del Presidente de la República o de no menos de diez parlamentarios en ejercicio."
550,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En el caso del número 16º, el Tribunal sólo podrá conocer de la materia a requerimiento de cualquiera de las Cámaras efectuado dentro de los treinta días siguientes a la publicación o notificación del texto impugnado. En el caso de vicios que no se refieran a decretos que excedan la potestad reglamentaria autónoma del Presidente de la República también podrá una cuarta parte de los miembros en ejercicio deducir dicho requerimiento."
551,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"El Tribunal Constitucional podrá apreciar en conciencia los hechos cuando conozca de las atribuciones indicadas en los números 10º, 11º y 13º, como, asimismo, cuando conozca de las causales de cesación en el cargo de parlamentario."
552,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 93,"En los casos de los numerales 10º, 13º y en el caso del numeral 2º cuando sea requerido por una parte, corresponderá a una sala del Tribunal pronunciarse sin ulterior recurso, de su admisibilidad."
553,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 94,"Contra las resoluciones del Tribunal Constitucional no procederá recurso alguno, sin perjuicio de que puede, el mismo Tribunal, conforme a la ley, rectificar los errores de hecho en que hubiere incurrido."
554,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 94,Las disposiciones que el Tribunal declare inconstitucionales no podrán convertirse en ley en el proyecto o decreto con fuerza de ley de que se trate.
555,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 94,"En el caso del Nº 16º del artículo 93, el decreto supremo impugnado quedará sin efecto de pleno derecho, con el solo mérito de la sentencia del Tribunal que acoja el reclamo. No obstante, el precepto declarado inconstitucional en conformidad a lo dispuesto en los numerales 2, 4 ó 7 del artículo 93, se entenderá derogado desde la publicación en el Diario Oficial de la sentencia que acoja el reclamo, la que no producirá efecto retroactivo."
556,Capítulo VIII,TRIBUNAL CONSTITUCIONAL,Artículo 94,"Las sentencias que declaren la inconstitucionalidad de todo o parte de una ley, de un decreto con fuerza de ley, de un decreto supremo o auto acordado, en su caso, se publicarán en el Diario Oficial dentro de los tres días siguientes a su dictación."
557,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 94 bis,"Un organismo autónomo, con personalidad jurídica y patrimonio propios, denominado Servicio Electoral, ejercerá la administración, supervigilancia y fiscalización de los procesos electorales y plebiscitarios; del cumplimiento de las normas sobre transparencia, límite y control del gasto electoral; de las normas sobre los partidos políticos, y las demás funciones que señale una ley orgánica constitucional."
558,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 94 bis,"La dirección superior del Servicio Electoral corresponderá a un Consejo Directivo, el que ejercerá de forma exclusiva las atribuciones que le encomienden la Constitución y las leyes. Dicho Consejo estará integrado por cinco consejeros designados por el Presidente de la República, previo acuerdo del Senado, adoptado por los dos tercios de sus miembros en ejercicio. Los Consejeros durarán diez años en sus cargos, no podrán ser designados para un nuevo período y se renovarán por parcialidades cada dos años."
559,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 94 bis,"Los Consejeros solo podrán ser removidos por la Corte Suprema, a requerimiento del Presidente de la República o de un tercio de los miembros en ejercicio de la Cámara de Diputados, por infracción grave a la Constitución o a las leyes, incapacidad, mal comportamiento o negligencia manifiesta en el ejercicio de sus funciones. La Corte conocerá del asunto en Pleno, especialmente convocado al efecto, y para acordar la remoción deberá reunir el voto conforme de la mayoría de sus miembros en ejercicio."
560,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 94 bis,"La organización y atribuciones del Servicio Electoral serán establecidas por una ley orgánica constitucional. Su forma de desconcentración, las plantas, remuneraciones y estatuto del personal serán establecidos por una ley."
561,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,"Un tribunal especial, que se denominará Tribunal Calificador de Elecciones, conocerá del escrutinio general y de la calificación de las elecciones de Presidente de la República, de diputados y senadores; resolverá las reclamaciones a que dieren lugar y proclamará a los que resulten elegidos. Dicho Tribunal conocerá, asimismo, de los plebiscitos, y tendrá las demás atribuciones que determine la ley."
562,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,Estará constituido por cinco miembros designados en la siguiente forma:
563,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,"a) Cuatro ministros de la Corte Suprema, designados por ésta, mediante sorteo, en la forma y oportunidad que determine la ley orgánica constitucional respectiva, y"
564,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,"b) Un ciudadano que hubiere ejercido el cargo de Presidente o Vicepresidente de la Cámara de Diputados o del Senado por un período no inferior a los 365 días, designado por la Corte Suprema en la forma señalada en la letra a) precedente, de entre todos aquéllos que reúnan las calidades indicadas."
565,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,"Las designaciones a que se refiere la letra b) no podrán recaer en personas que sean parlamentario, candidato a cargos de elección popular, Ministro de Estado, ni dirigente de partido político."
566,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,Los miembros de este tribunal durarán cuatro años en sus funciones y les serán aplicables las disposiciones de los artículos 58 y 59 de esta Constitución.
567,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,El Tribunal Calificador procederá como jurado en la apreciación de los hechos y sentenciará con arreglo a derecho.
568,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 95,Una ley orgánica constitucional regulará la organización y funcionamiento del Tribunal Calificador.
569,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 96,"Habrá tribunales electorales regionales encargados de conocer el escrutinio general y la calificación de las elecciones que la ley les encomiende, así como de resolver las reclamaciones a que dieren lugar y de proclamar a los candidatos electos. Sus resoluciones serán apelables para ante el Tribunal Calificador de Elecciones en la forma que determine la ley. Asimismo, les corresponderá conocer de la calificación de las elecciones de carácter gremial y de las que tengan lugar en aquellos grupos intermedios que la ley señale."
570,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 96,"Estos tribunales estarán constituidos por un ministro de la Corte de Apelaciones respectiva, elegido por ésta, y por dos miembros designados por el Tribunal Calificador de Elecciones de entre personas que hayan ejercido la profesión de abogado o desempeñado la función de ministro o abogado integrante de Corte de Apelaciones por un plazo no inferior a tres años."
571,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 96,Los miembros de estos tribunales durarán cuatro años en sus funciones y tendrán las inhabilidades e incompatibilidades que determine la ley.
